,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
1624,PH2110,LECTURE 1,19,21,1,101,1400,ARTS & SOCIAL SCIENCES,Returning Students [P]
1625,PH2110,LECTURE 1,10,8,1,1,101,ARTS & SOCIAL SCIENCES,New Students [P]
1626,PH2110,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1627,PH2201,LECTURE 1,9,7,80,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P]
1628,PH2201,LECTURE 1,10,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
1629,PH2201,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1630,PH2211,LECTURE 1,14,21,1,850,3545,ARTS & SOCIAL SCIENCES,Returning Students [P]
1631,PH2211,LECTURE 1,10,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
1632,PH2211,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1633,PH2212,LECTURE 1,10,9,1,1,1504,ARTS & SOCIAL SCIENCES,Returning Students [P]
1634,PH2212,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1635,PH2212,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1636,PH3209,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1637,PH3209,LECTURE 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1638,PH3209,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1639,PH3212,LECTURE 1,11,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1640,PH3212,LECTURE 1,5,2,1,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1641,PH3212,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1642,PH3214,LECTURE 1,16,6,1,1,1300,ARTS & SOCIAL SCIENCES,Returning Students [P]
1643,PH3214,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1644,PH3214,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1645,PH4202,SEMINAR-STYLE MODULE CLASS 1,2,3,300,900,1200,ARTS & SOCIAL SCIENCES,Returning Students [P]
1646,PH4203,SEMINAR-STYLE MODULE CLASS 1,19,3,1,1,298,ARTS & SOCIAL SCIENCES,Returning Students [P]
1647,PH4205,SEMINAR-STYLE MODULE CLASS 1,8,1,150,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P]
1648,PH4211,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1649,PL1101E,LECTURE 1,1,5,1,1200,1200,ARTS & SOCIAL SCIENCES,Returning Students [P]
1650,PL1101E,LECTURE 1,264,335,1,301,801,ARTS & SOCIAL SCIENCES,New Students [P]
1651,PL1101E,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1652,PL2131,LECTURE 1,10,14,111,700,1143,ARTS & SOCIAL SCIENCES,Returning Students [P]
1653,PL2131,LECTURE 1,10,14,207,398,500,ARTS & SOCIAL SCIENCES,New Students [P]
1654,PL2131,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1655,PL2132,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1656,PL2132,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1657,PL2132,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1658,PL3232,LECTURE 1,91,128,300,500,1840,ARTS & SOCIAL SCIENCES,Returning Students [P]
1659,PL3232,LECTURE 1,5,3,100,1,152,ARTS & SOCIAL SCIENCES,New Students [P]
1660,PL3232,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1661,PL3233,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1662,PL3233,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1663,PL3234,LECTURE 1,102,128,1,180,1967,ARTS & SOCIAL SCIENCES,Returning Students [P]
1664,PL3234,LECTURE 1,8,1,20,1,20,ARTS & SOCIAL SCIENCES,New Students [P]
1665,PL3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1666,PL3235,LECTURE 1,121,143,30,120,1400,ARTS & SOCIAL SCIENCES,Returning Students [P]
1667,PL3235,LECTURE 1,8,3,20,1,251,ARTS & SOCIAL SCIENCES,New Students [P]
1668,PL3235,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1669,PL3236,LECTURE 1,73,85,50,581,1318,ARTS & SOCIAL SCIENCES,Returning Students [P]
1670,PL3236,LECTURE 1,4,2,100,1,251,ARTS & SOCIAL SCIENCES,New Students [P]
1671,PL3236,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1672,PL3237,LECTURE 1,7,10,286,531,1101,ARTS & SOCIAL SCIENCES,Returning Students [P]
1673,PL3237,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1674,PL3237,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1675,PL3242,LECTURE 1,31,17,1,1,920,ARTS & SOCIAL SCIENCES,Returning Students [P]
1676,PL3242,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1677,PL3242,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1678,PL3244,LECTURE 1,19,3,1,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
1679,PL3244,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1680,PL3244,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1681,PL3248,LECTURE 1,20,1,200,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
1682,PL3248,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1683,PL3248,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1684,PL3252,LECTURE 1,25,6,1,1,13,ARTS & SOCIAL SCIENCES,Returning Students [P]
1685,PL3252,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1686,PL3252,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1687,PL3254,LECTURE 1,1,4,10,1001,1001,ARTS & SOCIAL SCIENCES,Returning Students [P]
1688,PL3254,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1689,PL3281C,LECTURE 1,13,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1690,PL4202,SEMINAR-STYLE MODULE CLASS 1,14,2,1,1,588,ARTS & SOCIAL SCIENCES,Returning Students [P]
1691,PL4206,SEMINAR-STYLE MODULE CLASS 1,17,15,1,1,1098,ARTS & SOCIAL SCIENCES,Returning Students [P]
1692,PL4221,SEMINAR-STYLE MODULE CLASS 1,15,6,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1693,PL4223,SEMINAR-STYLE MODULE CLASS 1,2,3,1755,1782,1888,ARTS & SOCIAL SCIENCES,Returning Students [P]
1694,PL5221,SEMINAR-STYLE MODULE CLASS 1,19,1,2,1,2,ARTS & SOCIAL SCIENCES,Returning Students [P]
1695,PL5223,SEMINAR-STYLE MODULE CLASS 1,13,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
1696,PR1301,LECTURE SL1,1,3,1,301,301,SCIENCE,Returning Students [P]
1697,PR1301,LECTURE SL1,10,11,40,45,300,SCIENCE,New Students [P]
1698,PR1301,LECTURE SL1,30,0,0,0,0,SCIENCE,Reserved for [G] in later round
1699,PR4202,LECTURE SL1,70,0,0,0,0,SCIENCE,Returning Students [P]
1700,PR4203,LECTURE SL1,37,0,0,0,0,SCIENCE,Returning Students [P]
1701,PR4205,LECTURE SL1,19,0,0,0,0,SCIENCE,Returning Students [P]
1702,PR4207,LECTURE SL1,35,1,1,1,1,SCIENCE,Returning Students [P]
1703,PS1101E,LECTURE 1,25,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
1704,PS1101E,LECTURE 1,281,295,1,10,597,ARTS & SOCIAL SCIENCES,New Students [P]
1705,PS1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1706,PS2102,LECTURE 1,42,6,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
1707,PS2102,LECTURE 1,9,2,20,1,30,ARTS & SOCIAL SCIENCES,New Students [P]
1708,PS2102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1709,PS2231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1710,PS2231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1711,PS2232,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1712,PS2232,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1713,PS2235,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1714,PS2235,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1715,PS2237,LECTURE 1,74,15,1,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P]
1716,PS2237,LECTURE 1,5,3,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
1717,PS2237,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1718,PS2240,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1719,PS2240,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1720,PS2242,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1721,PS2242,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1722,PS2248,LECTURE 1,16,6,1,1,600,ARTS & SOCIAL SCIENCES,Returning Students [P]
1723,PS2248,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1724,PS2248,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1725,PS2249,LECTURE 1,53,18,1,1,2595,ARTS & SOCIAL SCIENCES,Returning Students [P]
1726,PS2249,LECTURE 1,10,3,1,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1727,PS2249,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1728,PS3236,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1729,PS3236,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1730,PS3238,LECTURE 1,3,2,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
1731,PS3238,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1732,PS3241,LECTURE 1,13,3,1,1,1726,ARTS & SOCIAL SCIENCES,Returning Students [P]
1733,PS3241,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1734,PS3241,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1735,PS3242,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1736,PS3242,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1737,PS4210,SECTIONAL TEACHING 1,1,2,50,600,600,ARTS & SOCIAL SCIENCES,Returning Students [P]
1738,PS4217A,SECTIONAL TEACHING 1,25,2,10,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
1739,RE1801,LECTURE 1,140,121,1,1,301,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1740,RE1802,LECTURE 1,140,134,1,1,400,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1741,RE2801,LECTURE 1,4,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1742,RE2801,LECTURE 1,50,14,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1743,RE2801,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1744,RE2802,LECTURE 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1745,RE2802,LECTURE 1,50,1,20,1,20,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1746,RE2802,LECTURE 1,10,4,1,1,877,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1747,RE2902,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1748,RE2902,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1749,RE2902,LECTURE 1,5,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1750,RE2902,SECTIONAL TEACHING 2,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1751,RE3190,LECTURE 1,69,3,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1752,RE3190,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
1753,RE3280,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1754,RE3280,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1755,RE3281,LECTURE 1,10,4,1,1,250,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1756,RE3290,LECTURE 1,5,3,1,1,300,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1757,RE3290,SECTIONAL TEACHING 2,7,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1758,RE3381,LECTURE 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1759,RE3381,LECTURE 1,10,3,1,1,51,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1760,RE3390,LECTURE 1,10,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1761,RE3481,LECTURE 1,30,2,1,1,300,ENGINEERING,Returning Students [P]
1762,RE3481,LECTURE 1,2,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1763,RE3481,LECTURE 1,5,3,100,1,250,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1764,RE4180,LECTURE 1,19,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1765,RE4291,LECTURE 1,73,22,1,1,4000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1766,RE4291,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1767,RE4292,SECTIONAL TEACHING 1,43,25,1,1,4444,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1768,RE4292,SECTIONAL TEACHING 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,NUS Students [G]
1769,RE4390,LECTURE 1,52,1,10,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1770,SC1101E,LECTURE 1,403,483,1,100,591,ARTS & SOCIAL SCIENCES,New Students [P]
1771,SC1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1772,SC1101E,LECTURE 2,17,12,1,1,648,ARTS & SOCIAL SCIENCES,Returning Students [P]
1773,SC1101E,LECTURE 2,68,3,200,1,300,ENGINEERING,Returning Students [P]
1774,SC1101E,LECTURE 2,91,5,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1775,SC1101E,LECTURE 2,60,84,50,272,580,ARTS & SOCIAL SCIENCES,New Students [P]
1776,SC1101E,LECTURE 2,100,2,2,1,5,ENGINEERING,New Students [P]
1777,SC1101E,LECTURE 2,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1778,SC2101,LECTURE 1,86,13,1,1,421,ARTS & SOCIAL SCIENCES,Returning Students [P]
1779,SC2101,LECTURE 1,5,4,1,1,150,ARTS & SOCIAL SCIENCES,New Students [P]
1780,SC2101,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1781,SC2202,LECTURE 1,38,20,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1782,SC2202,LECTURE 1,5,1,200,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
1783,SC2202,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1784,SC2205,LECTURE 1,86,67,1,1,2227,ARTS & SOCIAL SCIENCES,Returning Students [P]
1785,SC2205,LECTURE 1,5,4,1,1,251,ARTS & SOCIAL SCIENCES,New Students [P]
1786,SC2205,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1787,SC2209,LECTURE 1,48,32,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1788,SC2209,LECTURE 1,5,2,2,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1789,SC2209,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1790,SC2210,LECTURE 1,41,54,50,500,2700,ARTS & SOCIAL SCIENCES,Returning Students [P]
1791,SC2210,LECTURE 1,5,5,2,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
1792,SC2210,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1793,SC2213,LECTURE 1,3,6,350,1950,2151,ARTS & SOCIAL SCIENCES,Returning Students [P]
1794,SC2213,LECTURE 1,3,6,110,140,270,ARTS & SOCIAL SCIENCES,New Students [P]
1795,SC2213,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1796,SC2214,LECTURE 1,4,6,299,500,2446,ARTS & SOCIAL SCIENCES,Returning Students [P]
1797,SC2214,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
1798,SC2214,LECTURE 1,5,5,77,1,301,ARTS & SOCIAL SCIENCES,New Students [P]
1799,SC2214,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1800,SC2220,LECTURE 1,63,79,50,223,2700,ARTS & SOCIAL SCIENCES,Returning Students [P]
1801,SC2220,LECTURE 1,5,4,1,1,100,ARTS & SOCIAL SCIENCES,New Students [P]
1802,SC2220,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1803,SC3101,LECTURE 1,55,3,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1804,SC3101,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1805,SC3203,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1806,SC3204,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1807,SC3208,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1808,SC3209,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1809,SC3211,LECTURE 1,40,4,1,1,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
1810,SC3211,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1811,SC3218,LECTURE 1,31,4,5,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
1812,SC3218,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1813,SC3220,LECTURE 1,41,4,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
1814,SC3220,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1815,SC4203,SEMINAR-STYLE MODULE CLASS 1,1,2,601,700,700,ARTS & SOCIAL SCIENCES,Returning Students [P]
1816,SC4204,SEMINAR-STYLE MODULE CLASS 1,18,2,10,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1817,SC4208A,SEMINAR-STYLE MODULE CLASS 1,12,2,30,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1818,SC4215D,SEMINAR-STYLE MODULE CLASS 1,12,4,1,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
1819,SC5208,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1820,SC5880,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1821,SE1101E,LECTURE 1,284,327,1,150,597,ARTS & SOCIAL SCIENCES,New Students [P]
1822,SE1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1823,SE2211,LECTURE 1,14,8,53,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1824,SE2211,LECTURE 1,10,3,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
1825,SE2211,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1826,SE2214,LECTURE 1,19,15,1,1,1275,ARTS & SOCIAL SCIENCES,Returning Students [P]
1827,SE2214,LECTURE 1,20,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
1828,SE2214,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1829,SE2218,LECTURE 1,18,18,1,1,2681,ARTS & SOCIAL SCIENCES,Returning Students [P]
1830,SE2218,LECTURE 1,10,3,5,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1831,SE2218,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1832,SE2219,LECTURE 1,16,4,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1833,SE2219,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1834,SE2219,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1835,SE3212,LECTURE 1,18,2,10,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1836,SE3212,LECTURE 1,10,2,40,1,45,ARTS & SOCIAL SCIENCES,New Students [P]
1837,SE3212,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1838,SE3213,LECTURE 1,16,2,50,1,53,ARTS & SOCIAL SCIENCES,Returning Students [P]
1839,SE3213,LECTURE 1,10,1,125,1,125,ARTS & SOCIAL SCIENCES,New Students [P]
1840,SE3213,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1841,SE3214,LECTURE 1,18,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
1842,SE3214,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1843,SE3214,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1844,SE3220,LECTURE 1,16,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
1845,SE3220,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1846,SE3220,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1847,SE4101,SEMINAR-STYLE MODULE CLASS 1,10,2,100,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1848,SE4217,SEMINAR-STYLE MODULE CLASS 1,10,1,500,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1849,SE5229,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1850,SE5242,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1851,SE5243,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1852,SE5264,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1853,SE5294,SEMINAR-STYLE MODULE CLASS 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1854,SH5402,LECTURE L,6,0,0,0,0,ENGINEERING,Returning Students [P]
1855,SN1101E,LECTURE 1,19,6,1,1,1400,ARTS & SOCIAL SCIENCES,Returning Students [P]
1856,SN1101E,LECTURE 1,243,162,1,1,200,ARTS & SOCIAL SCIENCES,New Students [P]
1857,SN1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1858,SN2234,LECTURE 1,45,49,1,100,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1859,SN2234,LECTURE 1,74,3,1,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1860,SN2234,LECTURE 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1861,SN2275,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1862,SN2275,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
1863,SN2275,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1864,SN3261,SECTIONAL TEACHING 1,13,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
1865,SN3261,SECTIONAL TEACHING 1,10,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
1866,SN3261,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1867,SP1201,LECTURE SL1,15,25,35,305,590,SCIENCE,New Students [P]
1868,SP1201,LECTURE SL10,15,21,108,253,593,SCIENCE,New Students [P]
1869,SP1201,LECTURE SL11,15,24,1,111,555,SCIENCE,New Students [P]
1870,SP1201,LECTURE SL12,15,24,1,250,493,SCIENCE,New Students [P]
1871,SP1201,LECTURE SL2,15,20,20,300,600,SCIENCE,New Students [P]
1872,SP1201,LECTURE SL3,15,22,20,300,597,SCIENCE,New Students [P]
1873,SP1201,LECTURE SL4,15,27,20,293,550,SCIENCE,New Students [P]
1874,SP1201,LECTURE SL5,15,21,60,241,600,SCIENCE,New Students [P]
1875,SP1201,LECTURE SL6,15,41,1,287,596,SCIENCE,New Students [P]
1876,SP1201,LECTURE SL7,15,24,38,200,479,SCIENCE,New Students [P]
